cluster_name,acousticness,instrumentalness,speechiness,popularity
Acoustic Instrumental,0.62,1.74e-05,0.0317,34
Acoustic Instrumental,0.785,4.92e-05,0.0235,31
Acoustic Instrumental,0.399,0.0798,0.0563,29
Acoustic Instrumental,0.905,0.00358,0.032,27
Acoustic Instrumental,0.791,1.31e-05,0.0286,26
Acoustic Instrumental,0.663,6.03e-05,0.0304,33
Instrumental Focus,0.0772,8.99e-06,0.04,34
Instrumental Focus,0.23,4.83e-05,0.0306,67
Instrumental Focus,0.335,0.0535,0.0924,59
Acoustic Instrumental,0.865,7.62e-06,0.03,60
Instrumental Focus,0.149,7.78e-05,0.0526,59
Acoustic Instrumental,0.171,0.00729,0.292,62
Acoustic Instrumental,0.558,0.000726,0.0269,58
Instrumental Focus,0.0724,1.64e-06,0.0927,54
Instrumental Focus,0.0388,6.21e-06,0.088,48
Acoustic Instrumental,0.128,0.000951,0.283,55
Acoustic Instrumental,0.491,1.5e-05,0.0605,49
Acoustic Instrumental,0.497,0.000127,0.0283,38
Instrumental Focus,0.166,0.00156,0.0345,33
Instrumental Focus,0.039,4.58e-05,0.0324,36
Acoustic Instrumental,0.959,4.88e-05,0.0312,38
Acoustic Instrumental,0.926,0.886,0.0413,39
Acoustic Instrumental,0.885,0.0251,0.0323,47
Acoustic Instrumental,0.641,0.00231,0.0369,31
Acoustic Instrumental,0.51,8.16e-06,0.0336,31
Instrumental Focus,0.0143,0.0195,0.0322,41
Acoustic Instrumental,0.777,0.00127,0.0567,48
Acoustic Instrumental,0.865,7.62e-06,0.03,40
Acoustic Instrumental,0.77,0.00215,0.045,29
Acoustic Instrumental,0.819,1.42e-06,0.0369,30
Acoustic Instrumental,0.893,0.000103,0.0293,29
Instrumental Focus,0.0658,0.00114,0.0669,28
Acoustic Instrumental,0.97,0.000524,0.0383,34
Instrumental Focus,0.285,3.24e-06,0.0575,28
Instrumental Focus,0.0957,0.0953,0.0407,28
Instrumental Focus,0.0261,0.000218,0.0521,37
Instrumental Focus,0.192,8.08e-06,0.121,26
Instrumental Focus,0.00697,0.0011,0.0406,38
Instrumental Focus,0.126,0.000238,0.0348,28
Acoustic Instrumental,0.128,0.000951,0.283,39
Acoustic Instrumental,0.656,1.47e-05,0.037,40
Instrumental Focus,0.278,1.66e-05,0.0367,28
Instrumental Focus,0.000996,0.00101,0.0337,31
Acoustic Instrumental,0.187,0.00237,0.269,26
Instrumental Focus,0.347,1.86e-06,0.107,33
Instrumental Focus,0.264,0.000865,0.0326,27
Acoustic Instrumental,0.0452,6.39e-05,0.215,42
Instrumental Focus,0.00579,3.01e-05,0.0823,26
Acoustic Instrumental,0.678,9.02e-06,0.0272,37
Acoustic Instrumental,0.112,2.38e-05,0.321,35
Instrumental Focus,0.254,1.86e-05,0.0457,27
Acoustic Instrumental,0.683,8.89e-06,0.0272,35
Acoustic Instrumental,0.738,0.00591,0.0282,34
Acoustic Instrumental,0.43,9.1e-06,0.0331,31
Instrumental Focus,0.176,6.23e-05,0.0836,27
Acoustic Instrumental,0.803,2.66e-05,0.0286,32
Acoustic Instrumental,0.892,4.4e-06,0.0296,35
Acoustic Instrumental,0.702,0.00025,0.037,30
Acoustic Instrumental,0.637,1.43e-06,0.0302,31
Instrumental Focus,0.00272,0.000343,0.0706,51
Instrumental Focus,0.202,0.0937,0.0486,45
Acoustic Instrumental,0.826,9.1e-06,0.0325,38
Acoustic Instrumental,0.928,0.000101,0.0364,31
Instrumental Focus,0.0141,0.00317,0.046,26
Instrumental Focus,0.0585,3.03e-05,0.147,36
Acoustic Instrumental,0.158,0.00213,0.268,31
Acoustic Instrumental,0.85,0.000135,0.0343,27
Acoustic Instrumental,0.837,0.00144,0.0358,31
Instrumental Focus,0.208,0.000164,0.0535,27
Acoustic Instrumental,0.896,0.000107,0.0332,51
Instrumental Focus,0.196,1.33e-06,0.111,28
Acoustic Instrumental,0.789,4.99e-06,0.0423,40
Instrumental Focus,0.142,0.0795,0.0702,27
Instrumental Focus,0.00802,0.0595,0.153,26
Acoustic Instrumental,0.426,2.05e-06,0.039,27
Acoustic Instrumental,0.533,4.62e-06,0.381,28
Acoustic Instrumental,0.875,8.21e-06,0.0284,38
Acoustic Instrumental,0.339,0.00029,0.15,28
Instrumental Focus,0.258,1.2e-05,0.0272,27
Acoustic Instrumental,0.81,7.65e-06,0.0364,35
Instrumental Focus,0.104,1.39e-06,0.0373,32
Acoustic Instrumental,0.844,0.000102,0.0349,29
Acoustic Instrumental,0.064,1.07e-05,0.206,54
Acoustic Instrumental,0.576,1.22e-06,0.0408,37
Acoustic Instrumental,0.731,0.000346,0.0323,38
Acoustic Instrumental,0.76,2.46e-06,0.0351,50
Acoustic Instrumental,0.107,0.007,0.154,45
Instrumental Focus,0.145,1.94e-05,0.125,37
Acoustic Instrumental,0.825,0.493,0.051,35
Acoustic Instrumental,0.797,0.37,0.082,26
Instrumental Focus,0.125,0.000514,0.0329,34
Instrumental Focus,0.237,1.76e-06,0.0595,27
Acoustic Instrumental,0.136,3.45e-05,0.179,30
Acoustic Instrumental,0.657,0.0303,0.0293,29
Instrumental Focus,0.125,0.000195,0.0356,27
Acoustic Instrumental,0.777,1.16e-05,0.0344,35
Acoustic Instrumental,0.916,0.000148,0.0343,57
Instrumental Focus,0.159,0.000158,0.0426,52
Acoustic Instrumental,0.774,0.000732,0.0493,50
Instrumental Focus,0.337,4.83e-05,0.0505,46
Acoustic Instrumental,0.703,0.762,0.0342,37
Instrumental Focus,0.164,0.00128,0.036,40
Instrumental Focus,0.0897,0.0178,0.0596,31
Acoustic Instrumental,0.632,5.33e-06,0.0348,28
Instrumental Focus,0.0117,0.0012,0.0913,32
Instrumental Focus,0.125,0.00172,0.0329,33
Instrumental Focus,0.309,3.07e-05,0.03,31
Instrumental Focus,0.31,2.68e-05,0.0297,29
Instrumental Focus,0.0957,0.114,0.0408,50
Acoustic Instrumental,0.678,2.26e-05,0.0343,57
Acoustic Instrumental,0.716,0.000788,0.043,48
Instrumental Focus,0.262,0.00155,0.0561,45
Acoustic Instrumental,0.465,0.925,0.108,46
Instrumental Focus,0.0134,0.000801,0.0675,46
Instrumental Focus,0.128,0.000278,0.0423,43
Instrumental Focus,0.187,1.28e-05,0.074,44
Acoustic Instrumental,0.658,0.713,0.0422,33
Acoustic Instrumental,0.805,1.26e-05,0.0326,33
Instrumental Focus,0.188,1.57e-05,0.0758,35
Acoustic Instrumental,0.688,0.947,0.0299,32
Acoustic Instrumental,0.884,0.00132,0.0416,45
Instrumental Focus,0.00337,0.00014,0.081,28
Acoustic Instrumental,0.571,1.18e-05,0.0603,28
Instrumental Focus,0.327,0.00394,0.0594,26
Acoustic Instrumental,0.414,3.95e-06,0.0535,32
Acoustic Instrumental,0.898,0.000456,0.0298,32
Instrumental Focus,0.048,1.11e-06,0.0605,41
Acoustic Instrumental,0.438,0.0318,0.0316,27
Acoustic Instrumental,0.639,0.00203,0.0371,57
Acoustic Instrumental,0.639,0.0026,0.0368,53
Instrumental Focus,0.00297,1.45e-06,0.0497,47
Acoustic Instrumental,0.491,1.03e-06,0.042,45
Instrumental Focus,0.00131,0.000138,0.0667,42
Instrumental Focus,0.323,1.3e-05,0.0743,32
Instrumental Focus,0.00169,0.0267,0.0434,37
Acoustic Instrumental,0.545,0.068,0.0316,28
Instrumental Focus,0.275,1.7e-05,0.0366,36
Acoustic Instrumental,0.585,0.00306,0.0288,27
Acoustic Instrumental,0.635,1.43e-06,0.0303,70
Instrumental Focus,0.0115,0.00014,0.135,63
Instrumental Focus,0.0115,0.00014,0.135,47
Acoustic Instrumental,0.637,1.43e-06,0.0302,56
Instrumental Focus,0.0284,5.84e-06,0.0802,50
Instrumental Focus,0.263,0.00146,0.057,55
Instrumental Focus,0.0957,0.114,0.0408,55
Instrumental Focus,0.095,0.00196,0.0396,45
Instrumental Focus,0.128,0.000278,0.0423,54
Instrumental Focus,0.0134,0.000801,0.0675,53
Acoustic Instrumental,0.716,0.000788,0.043,55
Instrumental Focus,0.21,3.07e-06,0.103,50
Acoustic Instrumental,0.891,0.867,0.0358,29
Acoustic Instrumental,0.884,0.00132,0.0416,46
Acoustic Instrumental,0.716,0.000788,0.043,46
Instrumental Focus,0.0299,0.000322,0.0495,34
Acoustic Instrumental,0.829,0.00053,0.0937,37
Instrumental Focus,0.0957,0.114,0.0408,41
Acoustic Instrumental,0.382,0.798,0.0383,34
Acoustic Instrumental,0.871,0.107,0.0309,34
Acoustic Instrumental,0.885,0.00466,0.0409,30
Acoustic Instrumental,0.889,0.00143,0.0384,36
Instrumental Focus,0.022,1.58e-05,0.0653,34
Instrumental Focus,0.182,6.67e-05,0.0516,31
Instrumental Focus,0.0484,0.0426,0.0342,33
Instrumental Focus,0.172,0.284,0.0883,32
Instrumental Focus,0.128,4.69e-06,0.0479,28
Instrumental Focus,0.262,0.00155,0.0561,26
Instrumental Focus,0.128,0.000278,0.0423,35
Acoustic Instrumental,0.885,0.00466,0.0409,26
Instrumental Focus,0.0155,0.00152,0.0525,35
Acoustic Instrumental,0.741,0.000332,0.0288,33
Instrumental Focus,0.126,0.000238,0.0351,31
Acoustic Instrumental,0.0351,0.053,0.154,28
Acoustic Instrumental,0.297,0.384,0.0607,26
Instrumental Focus,0.0134,0.000801,0.0675,33
Acoustic Instrumental,0.744,0.00167,0.0448,55
Acoustic Instrumental,0.963,0.91,0.0304,35
Instrumental Focus,0.248,5.59e-05,0.0854,37
Acoustic Instrumental,0.496,1.68e-05,0.0577,46
Acoustic Instrumental,0.337,0.000284,0.148,26
Acoustic Instrumental,0.762,0.000963,0.0639,32
Acoustic Instrumental,0.884,0.0233,0.0345,37
Acoustic Instrumental,0.654,1.67e-05,0.0368,36
Acoustic Instrumental,0.645,1.08e-06,0.0285,42
Instrumental Focus,0.00882,0.000498,0.0691,30
Acoustic Instrumental,0.538,7.45e-05,0.0743,29
Acoustic Instrumental,0.045,5.48e-05,0.217,30
Instrumental Focus,0.356,0.000903,0.0844,31
Instrumental Focus,0.0123,3.4e-05,0.081,62
Instrumental Focus,0.0454,8.03e-06,0.0955,45
Instrumental Focus,0.0431,0.000537,0.0532,51
Instrumental Focus,0.121,0.000116,0.0413,50
Acoustic Instrumental,0.901,0.196,0.0337,52
Acoustic Instrumental,0.782,0.176,0.197,43
Acoustic Instrumental,0.249,0.751,0.0325,42
Acoustic Instrumental,0.475,7.86e-05,0.0826,45
Instrumental Focus,0.088,0.00014,0.0447,38
Acoustic Instrumental,0.358,0.031,0.034,40
Instrumental Focus,0.07,0.00055,0.0868,42
Instrumental Focus,0.0154,0.000341,0.0681,33
Acoustic Instrumental,0.535,0.00181,0.178,35
Instrumental Focus,0.033,0.000997,0.0364,35
Instrumental Focus,0.322,2.27e-05,0.0311,35
Acoustic Instrumental,0.301,0.81,0.0387,27
Acoustic Instrumental,0.892,0.0189,0.0363,26
Instrumental Focus,0.0658,0.00115,0.0669,28
Acoustic Instrumental,0.115,2.8e-06,0.238,38
Acoustic Instrumental,0.571,1.18e-05,0.0603,67
Acoustic Instrumental,0.591,1.46e-06,0.042,57
Instrumental Focus,0.0246,0.00174,0.0386,57
Instrumental Focus,0.00218,0.0233,0.0406,44
Acoustic Instrumental,0.475,4.26e-06,0.0278,51
Instrumental Focus,0.0511,6.71e-06,0.0612,38
Acoustic Instrumental,0.698,1.05e-06,0.0296,49
Acoustic Instrumental,0.585,0.00306,0.0288,53
Acoustic Instrumental,0.685,2.39e-06,0.0336,43
Acoustic Instrumental,0.379,0.000114,0.0656,40
Acoustic Instrumental,0.675,0.000527,0.038,39
Instrumental Focus,0.00122,0.000214,0.0508,38
Instrumental Focus,0.321,1.22e-06,0.0769,42
Instrumental Focus,0.0495,1.27e-05,0.0533,37
Acoustic Instrumental,0.509,7.8e-06,0.0336,38
Acoustic Instrumental,0.493,2.01e-05,0.0328,38
Instrumental Focus,0.275,1.7e-05,0.0366,37
Instrumental Focus,0.165,2.91e-06,0.0531,44
Instrumental Focus,0.115,0.0124,0.0645,42
Instrumental Focus,0.141,0.00141,0.0314,37
Instrumental Focus,0.0278,0.0725,0.0402,38
Instrumental Focus,0.198,0.00032,0.0929,32
Instrumental Focus,0.017,1.22e-05,0.0554,27
Acoustic Instrumental,0.556,0.00109,0.0604,36
Acoustic Instrumental,0.688,0.000165,0.0373,29
Acoustic Instrumental,0.699,1.27e-05,0.0311,32
Acoustic Instrumental,0.395,4.68e-06,0.0746,28
Instrumental Focus,0.0495,0.00529,0.048,30
Acoustic Instrumental,0.492,5.87e-05,0.0269,26
Acoustic Instrumental,0.509,7.8e-06,0.0336,66
Instrumental Focus,0.287,0.00417,0.027,54
Acoustic Instrumental,0.297,0.384,0.0607,33
Instrumental Focus,0.255,1.99e-05,0.0455,56
Instrumental Focus,0.0581,0.000369,0.076,45
Instrumental Focus,0.0173,0.000279,0.0492,53
Acoustic Instrumental,0.869,1.44e-05,0.029,56
Acoustic Instrumental,0.492,5.87e-05,0.0269,50
Acoustic Instrumental,0.939,0.00113,0.042,47
Acoustic Instrumental,0.348,0.000106,0.0535,33
Instrumental Focus,0.0201,5.13e-05,0.0414,38
Acoustic Instrumental,0.276,0.909,0.0537,31
Acoustic Instrumental,0.642,0.122,0.0281,27
Instrumental Focus,0.0634,1.52e-05,0.0495,35
Acoustic Instrumental,0.147,3.67e-05,0.158,31
Instrumental Focus,0.302,0.0321,0.0591,31
Acoustic Instrumental,0.486,0.000116,0.0273,31
Acoustic Instrumental,0.939,0.00113,0.042,26
Instrumental Focus,0.049,2.02e-05,0.0444,59
Instrumental Focus,0.242,1.8e-06,0.0548,59
Instrumental Focus,0.126,0.0256,0.0466,57
Acoustic Instrumental,0.505,6.41e-06,0.0623,58
Acoustic Instrumental,0.699,1.27e-05,0.0311,62
Acoustic Instrumental,0.891,0.000114,0.0291,62
Instrumental Focus,0.28,6.43e-05,0.0391,58
Acoustic Instrumental,0.546,1.96e-06,0.0418,47
Instrumental Focus,0.0956,0.0325,0.111,42
Acoustic Instrumental,0.796,1.77e-05,0.0344,40
Instrumental Focus,0.18,0.000335,0.0968,49
Acoustic Instrumental,0.816,8.94e-05,0.0279,40
Acoustic Instrumental,0.905,1.25e-05,0.0293,39
Acoustic Instrumental,0.975,0.926,0.0319,34
Acoustic Instrumental,0.134,0.92,0.0552,33
Acoustic Instrumental,0.337,6.36e-05,0.0314,38
Acoustic Instrumental,0.882,0.000971,0.0341,32
Acoustic Instrumental,0.829,0.000105,0.0351,30
Acoustic Instrumental,0.473,0.000333,0.0562,34
Acoustic Instrumental,0.676,2.23e-06,0.0243,29
Acoustic Instrumental,0.88,1.51e-05,0.0284,30
Acoustic Instrumental,0.69,9.79e-06,0.0357,29
Acoustic Instrumental,0.414,3.95e-06,0.0535,64
Acoustic Instrumental,0.436,0.888,0.035,45
Instrumental Focus,0.322,0.00889,0.0319,43
Instrumental Focus,0.166,0.00162,0.0418,63
Instrumental Focus,0.3,0.00184,0.0415,58
Instrumental Focus,0.163,0.000393,0.0322,55
Instrumental Focus,0.231,0.0254,0.0308,62
Acoustic Instrumental,0.655,2.35e-06,0.032,53
Instrumental Focus,0.345,0.108,0.0589,50
Instrumental Focus,0.3,2.96e-06,0.0619,64
Instrumental Focus,0.335,0.0834,0.0486,59
Instrumental Focus,0.013,0.000309,0.0376,55
Acoustic Instrumental,0.7,3.28e-05,0.0348,60
Instrumental Focus,0.247,0.0151,0.0447,54
Acoustic Instrumental,0.182,9.33e-06,0.176,53
Acoustic Instrumental,0.937,0.702,0.0284,43
Instrumental Focus,0.0449,8.19e-05,0.0407,41
Instrumental Focus,0.128,0.00401,0.0307,46
Instrumental Focus,0.0307,8.22e-06,0.0779,44
Acoustic Instrumental,0.839,0.0191,0.0277,49
Acoustic Instrumental,0.797,0.000276,0.031,37
Instrumental Focus,0.112,0.00207,0.0656,37
Acoustic Instrumental,0.627,5.25e-05,0.0545,48
Acoustic Instrumental,0.0544,4.48e-06,0.177,36
Instrumental Focus,0.138,0.0163,0.0309,40
Acoustic Instrumental,0.477,0.00157,0.03,46
Instrumental Focus,0.0812,0.000138,0.0961,51
Instrumental Focus,0.13,0.00844,0.0309,33
Instrumental Focus,0.125,0.0013,0.0749,36
Instrumental Focus,0.169,6.15e-06,0.0937,32
Acoustic Instrumental,0.298,3.77e-05,0.139,38
Acoustic Instrumental,0.23,1.01e-05,0.174,40
Instrumental Focus,0.0736,0.00861,0.101,36
Acoustic Instrumental,0.198,0.00297,0.211,38
Instrumental Focus,0.31,0.00134,0.0626,28
Instrumental Focus,0.285,3.26e-06,0.0575,43
Acoustic Instrumental,0.485,0.00157,0.0299,34
Instrumental Focus,0.0371,5.44e-06,0.0427,32
Acoustic Instrumental,0.843,0.779,0.0303,26
Instrumental Focus,0.243,0.0141,0.0312,28
Acoustic Instrumental,0.857,0.000361,0.0309,26
Acoustic Instrumental,0.689,3.04e-05,0.0352,33
Instrumental Focus,0.169,0.00119,0.0437,33
Instrumental Focus,0.325,0.0975,0.04,34
Acoustic Instrumental,0.467,0.00302,0.0469,27
Instrumental Focus,0.327,0.00394,0.0594,48
Instrumental Focus,0.0531,2.46e-06,0.0624,31
Instrumental Focus,0.278,0.000155,0.0375,31
Acoustic Instrumental,0.493,2.35e-05,0.0365,33
Instrumental Focus,0.126,0.000238,0.0351,62
Acoustic Instrumental,0.84,8.51e-05,0.0418,28
Acoustic Instrumental,0.681,0.000159,0.0289,28
Instrumental Focus,0.114,1.65e-05,0.0839,51
Acoustic Instrumental,0.545,0.00082,0.0585,38
Acoustic Instrumental,0.844,0.918,0.0304,38
Acoustic Instrumental,0.453,2.3e-06,0.0336,53
Acoustic Instrumental,0.838,0.908,0.0325,43
Instrumental Focus,0.0886,0.0049,0.0563,46
Acoustic Instrumental,0.819,1.42e-06,0.0369,59
Acoustic Instrumental,0.775,0.00248,0.0366,41
Instrumental Focus,0.0365,0.000238,0.0499,50
Acoustic Instrumental,0.976,0.905,0.0456,35
Acoustic Instrumental,0.834,0.86,0.032,40
Instrumental Focus,0.0194,4.13e-05,0.0658,42
Instrumental Focus,0.00804,0.0339,0.064,42
Acoustic Instrumental,0.636,0.00262,0.0322,36
Instrumental Focus,0.207,3.37e-06,0.0347,30
Acoustic Instrumental,0.794,0.00158,0.0319,27
Instrumental Focus,0.0651,0.131,0.0514,28
Instrumental Focus,0.278,0.000155,0.0375,68
Acoustic Instrumental,0.337,0.000284,0.148,62
Instrumental Focus,0.249,0.00298,0.031,58
Acoustic Instrumental,0.328,0.000101,0.0262,52
Instrumental Focus,0.275,1.7e-05,0.0366,61
Instrumental Focus,0.122,0.000286,0.101,50
Instrumental Focus,0.356,0.000903,0.0844,54
Instrumental Focus,0.146,0.136,0.0616,35
Instrumental Focus,0.115,5.8e-05,0.0671,53
Instrumental Focus,0.201,7.81e-05,0.0278,43
Acoustic Instrumental,0.769,0.196,0.0323,33
Acoustic Instrumental,0.126,5.3e-06,0.174,26
Acoustic Instrumental,0.755,0.382,0.0342,29
Acoustic Instrumental,0.661,5.56e-06,0.0277,57
Acoustic Instrumental,0.645,1.08e-06,0.0285,59
Instrumental Focus,0.054,0.104,0.0767,51
Instrumental Focus,0.00131,5.35e-05,0.0781,47
Acoustic Instrumental,0.399,0.0188,0.0325,51
Instrumental Focus,0.0419,0.12,0.0978,39
Acoustic Instrumental,0.537,0.000745,0.0323,31
Acoustic Instrumental,0.433,1.37e-05,0.0321,48
Instrumental Focus,0.0239,0.145,0.037,46
Instrumental Focus,0.0135,0.000268,0.134,43
Instrumental Focus,0.00252,0.00691,0.0445,36
Acoustic Instrumental,0.141,0.898,0.0292,35
Instrumental Focus,0.00162,0.0133,0.0343,37
Instrumental Focus,0.14,0.0169,0.065,35
Acoustic Instrumental,0.27,0.85,0.197,28
Acoustic Instrumental,0.628,0.000108,0.0618,33
Acoustic Instrumental,0.46,0.000957,0.032,26
Instrumental Focus,0.134,4.4e-05,0.0805,26
Instrumental Focus,0.255,0.00328,0.032,27
Instrumental Focus,0.00722,0.00961,0.0466,54
Instrumental Focus,0.229,0.000159,0.107,47
Acoustic Instrumental,0.348,0.000193,0.0375,44
Instrumental Focus,0.208,7.78e-06,0.031,42
Acoustic Instrumental,0.896,6.25e-06,0.0312,36
Instrumental Focus,0.083,6.84e-05,0.0939,36
Instrumental Focus,0.00625,0.00666,0.0506,37
Instrumental Focus,0.0613,0.000366,0.0878,45
Acoustic Instrumental,0.38,1.69e-06,0.0554,32
Acoustic Instrumental,0.762,0.000367,0.0409,35
Acoustic Instrumental,0.684,4.69e-06,0.0437,30
Acoustic Instrumental,0.0937,2.21e-06,0.31,26
Acoustic Instrumental,0.259,1.25e-06,0.173,27
Acoustic Instrumental,0.793,0.219,0.0336,31
Acoustic Instrumental,0.875,0.27,0.0351,29
Acoustic Instrumental,0.856,0.0123,0.0352,27
Instrumental Focus,0.0643,1.16e-06,0.0507,54
Acoustic Instrumental,0.0237,0.657,0.244,37
Acoustic Instrumental,0.348,0.000106,0.0535,45
Instrumental Focus,0.0332,0.249,0.0523,33
Instrumental Focus,0.175,5.52e-06,0.0331,29
Instrumental Focus,0.253,1.12e-05,0.0954,34
Instrumental Focus,0.0301,0.00092,0.0748,32
Acoustic Instrumental,0.372,5.41e-05,0.0378,28
Instrumental Focus,0.0308,0.00187,0.104,31
Instrumental Focus,0.165,0.00339,0.0469,30
Instrumental Focus,0.00882,0.000498,0.0691,58
Instrumental Focus,0.0546,1.27e-05,0.0757,51
Instrumental Focus,0.174,0.169,0.0318,30
Instrumental Focus,0.141,0.00141,0.0314,47
Instrumental Focus,0.089,0.00241,0.0588,34
Instrumental Focus,0.0464,0.000343,0.0391,27
Acoustic Instrumental,0.405,0.00559,0.035,30
Instrumental Focus,0.0892,0.00717,0.0302,30
Instrumental Focus,0.037,1.23e-06,0.0713,26
Instrumental Focus,0.0191,9.23e-06,0.0516,45
Instrumental Focus,0.00985,2.33e-05,0.0576,38
Acoustic Instrumental,0.32,7.45e-06,0.151,32
Acoustic Instrumental,0.842,4.13e-05,0.0328,39
Instrumental Focus,0.000438,0.000526,0.0516,41
Acoustic Instrumental,0.0223,2.16e-06,0.224,30
Instrumental Focus,0.0143,4.25e-06,0.126,37
Acoustic Instrumental,0.122,1.19e-05,0.289,27
Instrumental Focus,0.0496,0.000187,0.0501,28
Instrumental Focus,0.0259,5.15e-06,0.0916,27
Acoustic Instrumental,0.00913,1.1e-05,0.204,39
Instrumental Focus,0.259,1.52e-06,0.13,30
Instrumental Focus,0.0542,1.7e-05,0.0628,56
Acoustic Instrumental,0.0494,0.00194,0.174,42
Acoustic Instrumental,0.194,0.00053,0.155,47
Instrumental Focus,0.169,1.48e-05,0.0704,33
Acoustic Instrumental,0.167,7.6e-05,0.234,33
Instrumental Focus,0.0671,0.0678,0.053,36
Instrumental Focus,0.028,0.154,0.0557,34
Acoustic Instrumental,0.425,2.05e-06,0.0397,64
Instrumental Focus,0.128,4.69e-06,0.0479,57
Instrumental Focus,0.024,0.00343,0.0984,43
Acoustic Instrumental,0.72,4.41e-06,0.0411,40
Instrumental Focus,0.145,0.00212,0.0315,40
Instrumental Focus,0.00272,0.000343,0.0706,35
Acoustic Instrumental,0.577,6.77e-05,0.0788,33
Acoustic Instrumental,0.481,9.42e-05,0.0343,41
Instrumental Focus,0.296,2.24e-05,0.0492,29
Instrumental Focus,0.31,0.0947,0.0601,38
Acoustic Instrumental,0.304,0.361,0.0308,40
Acoustic Instrumental,0.582,0.161,0.031,39
Instrumental Focus,0.0816,1.4e-06,0.085,28
Acoustic Instrumental,0.862,0.000775,0.0523,45
Acoustic Instrumental,0.917,0.121,0.0433,36
Instrumental Focus,0.0698,3.18e-06,0.148,37
Acoustic Instrumental,0.403,0.000143,0.0416,31
Acoustic Instrumental,0.844,0.0121,0.0744,26
Acoustic Instrumental,0.418,0.00124,0.112,26
Acoustic Instrumental,0.665,0.648,0.0698,34
Instrumental Focus,0.0497,0.00031,0.0394,26
Instrumental Focus,0.0694,0.199,0.082,27
Acoustic Instrumental,0.815,1.7e-05,0.0428,34
Acoustic Instrumental,0.969,0.0781,0.0341,42
Acoustic Instrumental,0.927,5.64e-05,0.0341,28
Acoustic Instrumental,0.684,2.42e-06,0.0336,54
Instrumental Focus,0.315,2.03e-06,0.0658,39
Instrumental Focus,0.192,7.99e-06,0.123,48
Acoustic Instrumental,0.556,0.00105,0.0604,41
Acoustic Instrumental,0.876,0.000824,0.0407,37
Acoustic Instrumental,0.0102,1.31e-06,0.19,29
Instrumental Focus,0.0272,0.0235,0.0859,27
Acoustic Instrumental,0.891,2.48e-06,0.0321,40
Instrumental Focus,0.278,0.023,0.0956,32
Acoustic Instrumental,0.577,0.000213,0.0377,30
Acoustic Instrumental,0.778,3.54e-05,0.0307,31
Acoustic Instrumental,0.918,2.86e-05,0.0322,42
Acoustic Instrumental,0.819,0.000158,0.0537,27
Acoustic Instrumental,0.924,0.045,0.0316,44
Instrumental Focus,0.319,0.00107,0.0485,30
Acoustic Instrumental,0.924,0.045,0.0316,30
Acoustic Instrumental,0.477,4.11e-05,0.0362,27
Acoustic Instrumental,0.782,0.000609,0.056,30
Acoustic Instrumental,0.797,0.019,0.0323,29
Acoustic Instrumental,0.965,0.168,0.0349,27
Acoustic Instrumental,0.766,0.00342,0.103,26
Instrumental Focus,0.21,0.000118,0.0508,57
Instrumental Focus,0.19,1.61e-05,0.0659,56
Acoustic Instrumental,0.832,0.000213,0.0395,35
Acoustic Instrumental,0.698,9.87e-05,0.0292,33
Instrumental Focus,0.17,0.0728,0.059,27
Acoustic Instrumental,0.428,3.82e-06,0.0587,28
Acoustic Instrumental,0.72,0.00201,0.0585,33
Acoustic Instrumental,0.493,1.41e-06,0.0309,50
Acoustic Instrumental,0.763,0.000465,0.0376,47
Instrumental Focus,0.323,1.14e-06,0.0349,42
Acoustic Instrumental,0.49,1.41e-06,0.0307,47
Acoustic Instrumental,0.82,0.000212,0.0377,33
